data_as_of,start_week,end_week,group,state,indicator,covid_deaths,total_deaths,percent_of_expected_deaths,pneumonia_deaths,pneumonia_and_covid_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_,footnote
2020-07-17T00:00:00.000,2020-02-01T00:00:00.000,2020-02-01T00:00:00.000,By week,United States,Week-ending,0,58347,.98000002,3778,0,479,4257,
2020-07-17T00:00:00.000,2020-02-08T00:00:00.000,2020-02-08T00:00:00.000,By week,United States,Week-ending,1,59106,.99000001,3780,0,519,4300,
2020-07-17T00:00:00.000,2020-02-15T00:00:00.000,2020-02-15T00:00:00.000,By week,United States,Week-ending,0,58386,.99000001,3807,0,554,4361,
2020-07-17T00:00:00.000,2020-02-22T00:00:00.000,2020-02-22T00:00:00.000,By week,United States,Week-ending,5,58403,1,3666,1,562,4232,
2020-07-17T00:00:00.000,2020-02-29T00:00:00.000,2020-02-29T00:00:00.000,By week,United States,Week-ending,6,58566,1.02,3779,3,643,4425,
2020-07-17T00:00:00.000,2020-03-07T00:00:00.000,2020-03-07T00:00:00.000,By week,United States,Week-ending,34,58680,1.01,3911,16,624,4552,
2020-07-17T00:00:00.000,2020-03-14T00:00:00.000,2020-03-14T00:00:00.000,By week,United States,Week-ending,52,57723,1.01,3903,27,612,4539,
2020-07-17T00:00:00.000,2020-03-21T00:00:00.000,2020-03-21T00:00:00.000,By week,United States,Week-ending,563,58581,1.03,4499,250,549,5354,
2020-07-17T00:00:00.000,2020-03-28T00:00:00.000,2020-03-28T00:00:00.000,By week,United States,Week-ending,3136,62570,1.12,6131,1415,440,8242,
2020-07-17T00:00:00.000,2020-04-04T00:00:00.000,2020-04-04T00:00:00.000,By week,United States,Week-ending,9917,71780,1.28,9848,4721,477,15285,
2020-07-17T00:00:00.000,2020-04-11T00:00:00.000,2020-04-11T00:00:00.000,By week,United States,Week-ending,16040,78480,1.42,11909,7182,472,20899,
2020-07-17T00:00:00.000,2020-04-18T00:00:00.000,2020-04-18T00:00:00.000,By week,United States,Week-ending,16935,76165,1.41,11315,7266,263,21060,
2020-07-17T00:00:00.000,2020-04-25T00:00:00.000,2020-04-25T00:00:00.000,By week,United States,Week-ending,15285,73114,1.36,10279,6553,143,19058,
2020-07-17T00:00:00.000,2020-05-02T00:00:00.000,2020-05-02T00:00:00.000,By week,United States,Week-ending,13008,68362,1.27,8848,5471,65,16430,
2020-07-17T00:00:00.000,2020-05-09T00:00:00.000,2020-05-09T00:00:00.000,By week,United States,Week-ending,11001,65626,1.24,7710,4649,46,14099,
2020-07-17T00:00:00.000,2020-05-16T00:00:00.000,2020-05-16T00:00:00.000,By week,United States,Week-ending,8990,62963,1.2,6609,3710,19,11905,
2020-07-17T00:00:00.000,2020-05-23T00:00:00.000,2020-05-23T00:00:00.000,By week,United States,Week-ending,7012,59717,1.15,5721,2917,22,9834,
2020-07-17T00:00:00.000,2020-05-30T00:00:00.000,2020-05-30T00:00:00.000,By week,United States,Week-ending,5966,57009,1.1,5077,2417,10,8636,
2020-07-17T00:00:00.000,2020-06-06T00:00:00.000,2020-06-06T00:00:00.000,By week,United States,Week-ending,4806,55526,1.05,4656,2067,11,7406,
