data_as_of,start_week,end_week,group,state,indicator,covid_deaths,total_deaths,percent_of_expected_deaths,pneumonia_deaths,pneumonia_and_covid_deaths,influenza_deaths,pneumonia_influenza_or_covid_19_,footnote
2020-06-25T00:00:00.000,2020-02-01T00:00:00.000,2020-02-01T00:00:00.000,By week,United States,Week-ending,1,58158,.98000002,3765,0,476,4242,
2020-06-25T00:00:00.000,2020-02-08T00:00:00.000,2020-02-08T00:00:00.000,By week,United States,Week-ending,1,58729,.98000002,3751,0,515,4267,
2020-06-25T00:00:00.000,2020-02-15T00:00:00.000,2020-02-15T00:00:00.000,By week,United States,Week-ending,0,57880,.98000002,3767,0,549,4316,
2020-06-25T00:00:00.000,2020-02-22T00:00:00.000,2020-02-22T00:00:00.000,By week,United States,Week-ending,5,57855,1,3639,1,557,4200,
2020-06-25T00:00:00.000,2020-02-29T00:00:00.000,2020-02-29T00:00:00.000,By week,United States,Week-ending,5,58241,1.01,3761,3,637,4400,
2020-06-25T00:00:00.000,2020-03-07T00:00:00.000,2020-03-07T00:00:00.000,By week,United States,Week-ending,33,58503,1.01,3898,16,620,4534,
2020-06-25T00:00:00.000,2020-03-14T00:00:00.000,2020-03-14T00:00:00.000,By week,United States,Week-ending,52,57417,1.01,3883,27,611,4518,
2020-06-25T00:00:00.000,2020-03-21T00:00:00.000,2020-03-21T00:00:00.000,By week,United States,Week-ending,549,58054,1.02,4464,245,542,5304,
2020-06-25T00:00:00.000,2020-03-28T00:00:00.000,2020-03-28T00:00:00.000,By week,United States,Week-ending,3051,62057,1.11,6048,1376,439,8112,
2020-06-25T00:00:00.000,2020-04-04T00:00:00.000,2020-04-04T00:00:00.000,By week,United States,Week-ending,9502,70816,1.27,9624,4543,461,14821,
2020-06-25T00:00:00.000,2020-04-11T00:00:00.000,2020-04-11T00:00:00.000,By week,United States,Week-ending,15695,77467,1.4,11707,7028,468,20504,
2020-06-25T00:00:00.000,2020-04-18T00:00:00.000,2020-04-18T00:00:00.000,By week,United States,Week-ending,16346,74815,1.38,10985,6990,260,20415,
2020-06-25T00:00:00.000,2020-04-25T00:00:00.000,2020-04-25T00:00:00.000,By week,United States,Week-ending,14095,70968,1.3200001,9704,6034,143,17812,
2020-06-25T00:00:00.000,2020-05-02T00:00:00.000,2020-05-02T00:00:00.000,By week,United States,Week-ending,11665,65826,1.23,8227,4937,62,14997,
2020-06-25T00:00:00.000,2020-05-09T00:00:00.000,2020-05-09T00:00:00.000,By week,United States,Week-ending,10740,63460,1.2,7485,4547,46,13715,
2020-06-25T00:00:00.000,2020-05-16T00:00:00.000,2020-05-16T00:00:00.000,By week,United States,Week-ending,8753,59862,1.14,6370,3623,19,11516,
2020-06-25T00:00:00.000,2020-05-23T00:00:00.000,2020-05-23T00:00:00.000,By week,United States,Week-ending,6647,55954,1.0700001,5380,2784,20,9261,
2020-06-25T00:00:00.000,2020-05-30T00:00:00.000,2020-05-30T00:00:00.000,By week,United States,Week-ending,5396,52537,1.01,4609,2187,10,7828,
2020-06-25T00:00:00.000,2020-06-06T00:00:00.000,2020-06-06T00:00:00.000,By week,United States,Week-ending,3834,48324,.91000003,3879,1659,10,6064,
2020-06-25T00:00:00.000,2020-06-13T00:00:00.000,2020-06-13T00:00:00.000,By week,United States,Week-ending,1943,37700,.69,2485,854,7,3579,
2020-06-25T00:00:00.000,2020-06-20T00:00:00.000,2020-06-20T00:00:00.000,By week,United States,Week-ending,371,18666,.31,1079,163,3,1290,
